TypeOfVisitor,UserPage VisitDuration,Bounce Rate ,WebPageValue,BrowserServer,InformationRelatedPageVisitDuration ,Month,ExitRate,ProductRelatedPages ,ProductRelatedPageVisitDuration,DischargePattern,InformationRelatedPage,Weekend,Holiday,Area,OperatingSystem,UserRelatedPages,Buy 
Returning_Visitor,0,0,0,1,0,Mar,0.016,25,585,3,0,FALSE,0,1,4,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.011764706,34,311.5,1,0,FALSE,0,4,2,0,0
Returning_Visitor,27.75,0.000617284,0,2,159,Dec,0.019343434,33,821.6825397,2,4,FALSE,0,1,2,2,1
Returning_Visitor,0,0,0,1,0,May,0.025,5,109,1,0,FALSE,0.8,4,1,0,0
New_Visitor,0,0,0,1,0,Mar,0.016666667,13,305,2,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.025,0,2,77.5,May,0.04375,5,90.33333333,13,5,FALSE,0,1,3,0,0
Other,0,0,0,13,63,Dec,0.015384615,10,565.5,20,4,FALSE,0,9,8,0,0
Returning_Visitor,0,0,83.10114264,2,218.9666667,Nov,0.004444444,12,672.7,2,4,TRUE,0,3,2,0,1
Returning_Visitor,0,0.066666667,0,2,0,Mar,0.088888889,9,388,1,0,FALSE,0,2,3,0,0
Returning_Visitor,0,0,0,1,0,Dec,0.05,4,66,2,0,FALSE,0,8,1,0,0
Returning_Visitor,0,0.028571429,0,3,0,Nov,0.034285714,7,140.4583333,2,0,FALSE,0,9,3,0,0
Returning_Visitor,59.5,0,0,2,57,May,0.011111111,15,553.1666667,1,1,TRUE,0,1,2,3,0
New_Visitor,0,0,9.641076923,2,9,May,0.023076923,12,764.75,2,1,FALSE,0.4,8,2,0,1
Returning_Visitor,0,0.00952381,0,2,0,Nov,0.028571429,22,2189.5,10,0,FALSE,0,1,4,0,0
Returning_Visitor,0,0.006410256,0,6,0,May,0.033012821,52,1192.317857,3,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,33,May,0.025,22,460.6666667,1,2,FALSE,0.6,3,3,0,0
Returning_Visitor,0,0.006456456,0,2,191.1666667,Nov,0.018326694,108,4656.331746,10,4,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,2,666.8333333,Mar,0.014666667,22,1674.583333,2,6,FALSE,0,3,2,0,0
Returning_Visitor,0,0.004285714,0,4,255.75,Dec,0.019809524,70,1787.479365,3,5,FALSE,0,1,2,0,0
Returning_Visitor,10,0,0,2,88,May,0.012307692,23,1390.388889,4,2,FALSE,0,1,3,2,0
Returning_Visitor,0,0.010526316,0,2,0,Mar,0.021052632,19,1883.5,3,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,10,0,Mar,0.031818182,22,325.75,2,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0.002777778,0,2,0,Nov,0.013842593,72,2494.8171,11,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.03125,0,2,106.3,Aug,0.048958333,32,2331.15,1,1,FALSE,0,4,3,0,0
New_Visitor,0,0,0,2,105,May,0.005714286,35,999,4,3,FALSE,0,3,3,0,0
New_Visitor,0,0.00625,0,1,0,Nov,0.003125,32,2787.75,2,0,FALSE,0,1,1,0,0
Returning_Visitor,21.2,0.004255319,112.4406212,2,593.4666667,Sep,0.010992908,39,1110.966667,2,10,FALSE,0,7,4,1,0
Returning_Visitor,0,0.015384615,0,2,0,Mar,0.021538462,15,1074.428571,1,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,59.79014286,2,0,Mar,0.014285714,13,328.9166667,3,0,FALSE,0,1,3,0,1
New_Visitor,419,0,0,2,82.5,Mar,0.007407407,22,1005.806061,2,4,TRUE,0,2,2,3,0
Returning_Visitor,0,0.013620072,0,2,70.5,June,0.045071685,24,463.6940476,1,7,FALSE,0,1,2,0,0
New_Visitor,194.4,0,0,2,250.8,Aug,0.05,2,194.4,6,1,TRUE,0,1,2,2,0
Returning_Visitor,0,0.025,0,2,0,May,0.05,15,125.25,13,0,FALSE,0.6,6,2,0,0
Returning_Visitor,0,0.025333333,0,2,0,May,0.038133333,25,1229.25,4,0,TRUE,1,3,3,0,0
Returning_Visitor,0,0.2,0,2,0,Nov,0.2,1,0,1,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.004,7.146260888,2,32,Mar,0.020666667,50,1245.3,9,2,TRUE,0,7,2,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.05,4,53.625,11,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.066666667,0,5,0,May,0.088271605,28,2529.75,1,0,FALSE,0.4,1,2,0,0
Returning_Visitor,0,0,14.53547145,6,0,Jul,0.05,4,313.8,5,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.009722222,0.770991864,2,10.3,Jul,0.021345899,142,4204.433333,13,2,FALSE,0,4,2,0,0
Returning_Visitor,16,0.02,0,2,36,Nov,0.029308735,74,4377.708157,2,3,FALSE,0,3,1,2,1
Returning_Visitor,0,0.04,12.83702398,1,0,Nov,0.06,4,226.8,2,0,FALSE,0,6,1,0,1
Returning_Visitor,0,0,0,1,88.83333333,Nov,0.006781609,27,494.6440476,2,5,FALSE,0,1,1,0,0
Returning_Visitor,0,0.021333333,0,5,45,May,0.034,24,506.1666667,2,3,FALSE,0.8,2,2,0,0
Returning_Visitor,0,0.002531646,0,2,37,May,0.010230908,81,2533.833333,4,1,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.05,4,39,3,0,FALSE,0,8,2,0,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,1,0,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,166.3735531,1,64.4,June,0.00625,15,443.5666667,5,2,TRUE,0,1,1,0,0
Returning_Visitor,0,0,0,1,0,Nov,0.066666667,3,35,1,0,FALSE,0,1,4,0,0
Returning_Visitor,99.8,0.019362745,10.59553121,1,1427.025,Aug,0.025837468,26,1446.520523,4,10,FALSE,0,1,1,1,0
Returning_Visitor,87.6,0.005128205,17.27062073,1,93.10666667,Nov,0.015099715,32,810.0816667,2,3,FALSE,0,5,1,4,1
Returning_Visitor,48,0.005405405,0,2,183,May,0.021621622,34,2141.4,4,4,TRUE,0,1,2,3,0
Returning_Visitor,0,0,0,2,0,May,0.1,4,1245,6,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.005050505,6.322599996,2,46.5,Aug,0.025420875,94,1729.716667,1,5,FALSE,0,8,2,0,0
New_Visitor,0,0,0,2,243.68,June,0.01875,12,1256,1,4,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,1,0,Dec,0.015625,16,306.5,2,0,TRUE,0,4,1,0,0
Returning_Visitor,0,0.1,0,1,0,May,0.15,4,15,3,0,FALSE,0.6,3,1,0,0
Returning_Visitor,0,0.018181818,0,5,0,Nov,0.054545455,11,225.5,11,0,FALSE,0,4,2,0,0
New_Visitor,0,0,0,2,31.2,Oct,0.05,3,55.4,5,2,FALSE,0,1,2,0,0
Returning_Visitor,0,0.2,0,1,0,May,0.2,1,0,3,0,FALSE,0.6,2,1,0,0
Returning_Visitor,0,0,23.76322043,2,39.4,Nov,0.014634146,40,673.65,3,2,TRUE,0,6,4,0,1
Returning_Visitor,0,0.004651163,0,2,27.5,Dec,0.037364341,44,1026.450758,3,2,FALSE,0,9,2,0,0
Returning_Visitor,0,0.068421053,0,2,0,Nov,0.131578947,19,187.2,13,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,0,0,18,0,TRUE,0,3,3,0,0
Returning_Visitor,759.5,0.013131313,41.67776195,3,194.2916667,Dec,0.020454545,23,1291.35119,2,8,TRUE,0,1,3,5,0
Returning_Visitor,113,0,48.45370723,2,87.83333333,Dec,0.003174603,67,4868,2,2,FALSE,0,5,2,1,1
Returning_Visitor,0,0.008196721,0,2,0,May,0.039726776,62,2232.45,4,0,FALSE,0.4,6,2,0,0
New_Visitor,0,0.016,0,2,82.6,Aug,0.024,25,243.4666667,2,1,FALSE,0,2,2,0,0
Returning_Visitor,0,0.016666667,0,1,0,Nov,0.05,13,1985,6,0,FALSE,0,7,4,0,0
New_Visitor,0,0,0,1,0,Mar,0.011111111,20,1395.258333,9,0,TRUE,0,1,1,0,0
Returning_Visitor,0,0,0,1,0,Nov,0.026666667,4,87.875,10,0,TRUE,0,4,1,0,1
Returning_Visitor,0,0.002531646,0,3,43.5,Nov,0.006439185,79,2006.834416,3,1,TRUE,0,1,3,0,0
Returning_Visitor,0,0,54.24886418,2,195.3166667,Mar,0.019047619,54,1063.95,2,8,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.1,2,22,1,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.008888889,0,2,0,June,0.024444444,45,507.1111111,1,0,FALSE,0,3,4,0,0
Returning_Visitor,0,0,0,1,0,Dec,0.018181818,11,499,2,0,FALSE,0,1,4,0,0
Returning_Visitor,0,0.006944444,64.25350176,2,34,Dec,0.021993464,35,1907.135417,10,2,TRUE,0,1,2,0,0
Returning_Visitor,0,0.018181818,0,2,6,May,0.022727273,24,302.9833333,3,1,FALSE,0.6,1,3,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.028571429,7,125,1,0,FALSE,0,1,2,0,0
Other,0,0,0,13,18,Dec,0.05,2,8,20,3,FALSE,0,9,8,0,0
Returning_Visitor,0,0.013333333,0,1,33,May,0.07,2,26,4,3,TRUE,1,3,1,0,0
Returning_Visitor,0,0.011764706,0,2,0,Nov,0.037679739,102,4509,1,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0,0,2,106,May,0.010526316,19,386.85,6,3,FALSE,0,3,3,0,0
New_Visitor,0,0,0,2,78.9,Nov,0.015789474,15,718.8,2,10,FALSE,0,4,2,0,0
Returning_Visitor,30.5,0.002298851,5.523782302,6,474.6666667,Dec,0.012426564,86,1789.954762,2,3,FALSE,0,1,2,1,0
Returning_Visitor,0,0.047619048,0,2,0,Dec,0.104761905,7,1749,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.03,0,2,0,Mar,0.065333333,15,447.5,1,0,TRUE,0,4,3,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.014052288,34,740.3071429,2,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0,0,1,0,Dec,0.1,2,15,10,0,FALSE,0,1,1,0,0
New_Visitor,0,0,0,1,320.5,Mar,0.003913043,23,1841.171429,2,4,TRUE,0,1,1,0,0
Returning_Visitor,0,0.013953488,0,5,0,May,0.026830934,86,1699.666667,3,0,FALSE,0.6,3,2,0,0
Returning_Visitor,0,0.001724138,0,1,129.0208333,Nov,0.015842912,56,755.4178922,10,6,TRUE,0,1,1,0,0
Returning_Visitor,0,0.008333333,0,2,11,Nov,0.017458333,59,4165.13869,10,1,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,2,117.8,Aug,0.011111111,17,586.1,13,2,FALSE,0,7,3,0,0
Returning_Visitor,69.6,0.002755906,4.586910248,2,45.03333333,Aug,0.014537746,120,5771.466862,2,6,FALSE,0,1,4,1,0
Returning_Visitor,0,0,14.75710476,1,105,May,0.003714286,34,603.7071429,3,3,FALSE,0,1,1,0,1
Returning_Visitor,0,0.026666667,0,2,0,Aug,0.031153846,40,1178.496667,1,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.014285714,0,2,0,Mar,0.05,15,1148,3,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,2,5,Nov,0.017708333,30,1240.65,2,1,FALSE,0,6,2,0,0
Returning_Visitor,0,0,0,2,81,May,0.012857143,19,448.0333333,4,3,TRUE,0,5,3,0,0
Returning_Visitor,0,0,82.021436,1,149.2,Oct,0.014285714,13,272.0083333,20,1,FALSE,0,1,1,0,1
Returning_Visitor,364.9166667,0.004316069,1.26665917,2,7,Nov,0.015735624,248,7445.957075,2,1,FALSE,0,1,2,4,1
Returning_Visitor,0,0,0,2,108.5,May,0.016666667,2,74.66666667,2,3,FALSE,0.8,3,3,0,0
Returning_Visitor,0,0.028571429,0,1,0,Feb,0.023809524,7,337.5,3,0,FALSE,0.4,3,4,0,0
New_Visitor,0,0,0,1,0,Dec,0.022222222,11,1289.333333,2,0,FALSE,0,6,1,0,0
Returning_Visitor,0,0.007719298,0,2,227.2272727,Nov,0.028421053,44,2038.052273,8,11,TRUE,0,3,2,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.014285714,7,157,2,0,FALSE,0,1,3,0,0
New_Visitor,0,0,0,2,13,Dec,0.05,3,200,8,2,FALSE,0,1,2,0,0
New_Visitor,0,0,0,5,146,Dec,0.0125,14,879.5,2,4,TRUE,0,4,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.05,4,14,2,0,TRUE,0,3,1,0,0
New_Visitor,0,0,0,2,281,Mar,0.005263158,16,453.75,2,3,FALSE,0,5,2,0,0
Returning_Visitor,0,0.08,0,1,0,May,0.116,4,334,1,1,TRUE,0,3,1,0,0
Returning_Visitor,0,0,0,1,0,Feb,0.033333333,12,129,2,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.015277778,24,1286.5,8,0,FALSE,0,9,2,0,0
Returning_Visitor,0,0.007843137,0,1,5,May,0.019263449,53,1062.749495,4,1,FALSE,0.4,1,1,0,0
Returning_Visitor,0,0,0,1,194.9,Nov,0.009183673,14,227.3333333,3,2,FALSE,0,4,1,0,1
New_Visitor,0,0,0,4,39,Nov,0.011764706,13,137,2,5,FALSE,0,3,2,0,1
Returning_Visitor,0,0,0,1,62.66666667,Dec,0.023295607,82,1805.277375,2,4,FALSE,0,2,1,0,0
Returning_Visitor,0,0.0125,0,1,196,May,0.015972222,45,939.6333333,3,10,FALSE,0,1,1,0,0
Returning_Visitor,0,0.054545455,0,1,0,Aug,0.048484848,11,631.4,3,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.02,10,127.5,10,0,FALSE,0,1,3,0,0
Returning_Visitor,172,0.005882353,6.380862745,2,0,May,0.015787285,32,1227.047222,6,0,FALSE,0,1,2,2,0
Returning_Visitor,0,0,0,1,0,Nov,0.04,5,99.5,2,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0,86.31034266,2,345.0166667,Aug,0.004861111,90,1816.555008,4,13,FALSE,0,3,4,0,0
New_Visitor,0,0,0,1,152.5,Dec,0.02,15,291.1666667,2,5,TRUE,0,1,4,0,0
Returning_Visitor,0,0.012244898,0,2,0,Nov,0.038231293,49,2990.3125,13,0,FALSE,0,7,3,0,0
Returning_Visitor,0,0.006666667,0,2,146.25,May,0.019666667,25,575,4,9,TRUE,0,3,3,0,0
Returning_Visitor,0,0.007594937,0,6,57,Nov,0.033499444,80,1982.884524,1,6,FALSE,0,6,2,0,0
Returning_Visitor,0,0.12,0,2,0,Mar,0.14,5,62,1,0,FALSE,0,3,3,0,0
New_Visitor,0,0.02,0,8,0,Nov,0.03,11,1267.25,11,0,TRUE,0,2,1,0,0
Returning_Visitor,0,0.016666667,0,2,0,May,0.083333333,12,574,13,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.036363636,0,1,0,Nov,0.077272727,11,326.5,3,0,FALSE,0,4,1,0,0
Returning_Visitor,124.8,0.008333333,0,5,1178.6,Jul,0.016666667,18,1716.373333,1,3,FALSE,0,6,2,4,0
Returning_Visitor,0,0.015384615,0,2,21.2,Oct,0.019230769,12,249.4095238,2,1,TRUE,0,8,2,0,0
Returning_Visitor,126,0.0125,0,2,0,Mar,0.0296875,17,887.0666667,2,0,FALSE,0,1,2,1,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,2,0,4,0,FALSE,0,1,2,0,0
Returning_Visitor,52.5,0.004878049,0,2,144.5,Nov,0.021138211,39,1299.5,1,4,FALSE,0,1,2,2,0
Returning_Visitor,0,0.042857143,0,2,0,May,0.083333333,14,207.1666667,11,0,FALSE,0.6,7,2,0,0
Returning_Visitor,0,0.026666667,0,2,0,Mar,0.03968254,6,212,1,0,FALSE,0,3,3,0,0
New_Visitor,0,0,0,1,55.4,Sep,0.00952381,20,654.2,2,2,TRUE,0,1,4,0,0
Returning_Visitor,89,0.009615385,8.979934615,1,89.75,May,0.01954189,49,2104.3114,2,2,FALSE,0.8,4,1,1,0
Returning_Visitor,0,0.2,0,2,0,June,0.2,2,0,13,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0.047058824,0,1,0,May,0.064705882,18,1748,3,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,2,37.33333333,May,0.008333333,31,1552.883333,2,2,FALSE,0,3,2,0,0
Returning_Visitor,0,0.001818182,0,2,0,Nov,0.017355372,55,1933.423611,2,0,FALSE,0,1,2,0,0
New_Visitor,0,0,0,2,0,Dec,0.025,8,121.375,2,0,FALSE,0,4,3,0,0
Returning_Visitor,0,0,0,2,64.5,Mar,0.007309582,35,1334.551371,2,3,TRUE,0,4,3,0,0
Returning_Visitor,0,0,0,2,60.4,Oct,0.013333333,11,572.6,4,4,TRUE,0,7,2,0,0
New_Visitor,0,0.00952381,0,2,46.2,Aug,0.012698413,22,280.0466667,3,7,TRUE,0,1,2,0,0
Returning_Visitor,123,0.010810811,31.74373458,2,174.75,Nov,0.022972973,33,773.2566667,2,6,FALSE,0,1,3,2,1
Returning_Visitor,0,0.007142857,10.98707143,1,8,May,0.029591837,29,826.85,4,1,FALSE,0,3,1,0,1
Returning_Visitor,0,0,0,2,0,Dec,0.05,4,179.25,2,0,FALSE,0,6,2,0,0
Returning_Visitor,188,0.004878049,0.58275,6,91,May,0.017369338,160,2418.52904,6,4,FALSE,0,1,2,1,0
Returning_Visitor,0,0.01,0,2,28.5,Nov,0.033333333,21,1089.625,20,1,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,0,Sep,0.066666667,3,41.4,2,0,FALSE,0,7,2,0,0
Returning_Visitor,239,0,0,5,52.33333333,Mar,0.011764706,14,337.5,2,4,FALSE,0,1,2,1,0
Returning_Visitor,0,0.009375,19.82770888,2,152.6,Jul,0.03125,28,608.8833333,13,3,FALSE,0,7,2,0,1
Returning_Visitor,0,0.090909091,0,2,93.6,Sep,0.103030303,8,69.4,3,4,FALSE,0,1,2,0,0
Returning_Visitor,0,0.044444444,0,2,0,May,0.066666667,10,196.5,3,0,FALSE,0.6,1,2,0,0
Returning_Visitor,0,0,34.75023292,2,169.2,Jul,0.011111111,14,315.4666667,2,4,TRUE,0,1,2,0,1
Returning_Visitor,0,0,0,1,80.5,Dec,0.015384615,27,472.5,1,4,TRUE,0,3,4,0,0
Returning_Visitor,0,0,0,1,0,Nov,0.027843137,17,315.3,3,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0.015384615,0,2,0,Nov,0.044615385,13,263,13,0,TRUE,0,9,2,0,0
Returning_Visitor,0,0.2,0,1,0,Nov,0.2,2,0,1,0,FALSE,0,4,1,0,0
Other,0,0.2,0,13,0,Nov,0.2,1,0,20,0,FALSE,0,9,8,0,0
Returning_Visitor,0,0,0,6,0,Nov,0.057142857,7,58.5,2,0,FALSE,0,9,2,0,0
Returning_Visitor,78,0,0,1,0,May,0.015686275,18,570.3333333,4,0,TRUE,0,1,4,1,0
Returning_Visitor,0,0.033333333,0,1,0,May,0.046666667,9,232.8333333,1,0,FALSE,0,3,1,0,0
Returning_Visitor,94.5,0.001333333,5.698642857,2,160.0952381,Mar,0.007891429,47,1682.870247,10,6,FALSE,0,6,3,3,1
Returning_Visitor,0,0.025,0,1,146,Nov,0.0225,7,221.4,3,1,FALSE,0,4,1,0,0
Returning_Visitor,0,0.006060606,0,1,16.25,Nov,0.03030303,34,456.525,1,1,TRUE,0,4,1,0,0
Returning_Visitor,132,0,0,2,0,Mar,0.014285714,8,445,14,0,TRUE,0,4,3,1,0
New_Visitor,0,0,0,2,50.5,Dec,0.006896552,29,2147.375,2,2,FALSE,0,7,2,0,0
New_Visitor,0,0,0,2,14,Mar,0.057142857,8,57,8,2,FALSE,0,4,1,0,0
Returning_Visitor,0,0.01375,0,1,41,May,0.024214286,34,1337.245455,2,8,FALSE,0,3,1,0,0
Returning_Visitor,0,0.033333333,0,6,24,May,0.026666667,8,147,1,1,FALSE,0,6,2,0,0
Returning_Visitor,0,0,32.13922216,2,93.5,Nov,0.004807692,101,2186.145833,1,7,FALSE,0,1,2,0,0
New_Visitor,738.0833333,0.005853659,27.79149135,1,335.0636364,Dec,0.010086083,36,2228.707287,2,8,FALSE,0,3,1,3,0
Returning_Visitor,0,0,0,1,0,Feb,0.066666667,3,395,3,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0.053571429,0,2,0,Nov,0.052592593,6,306.25,13,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,4,0,Mar,0.04,5,143,1,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.2,0,2,0,Dec,0.2,1,0,1,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,5,0,May,0.028571429,7,94.33333333,3,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.2,0,5,0,Dec,0.2,1,0,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,18.84993357,2,292.2,Oct,0.02,19,1391.383333,2,2,FALSE,0,1,3,0,1
Returning_Visitor,0,0,0,2,0,Jul,0.066666667,3,20.2,1,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0,18.02533,4,0,Mar,0.004166667,9,355.1666667,2,0,FALSE,0,1,2,0,1
Returning_Visitor,0,0,26.85210163,2,0,Oct,0.066666667,2,47.4,4,0,FALSE,0,7,3,0,1
Returning_Visitor,0,0,81.2475,1,0,Mar,0.025,9,639,9,0,TRUE,0,2,1,0,1
Returning_Visitor,0,0.019354839,0,2,0,Jul,0.038709677,31,485.6333333,4,0,FALSE,0,1,2,0,0
Returning_Visitor,43.33333333,0.038927739,48.66071756,2,126.0769231,Nov,0.042311136,34,1395.445862,10,4,FALSE,0,1,3,2,1
Returning_Visitor,0,0,0,2,206.0666667,Oct,0.018181818,9,113.4333333,6,4,FALSE,0,1,2,0,0
Returning_Visitor,0,0.041666667,0,2,0,Mar,0.065,12,402.1666667,1,0,FALSE,0,2,3,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.05,4,47,11,0,TRUE,0,3,2,0,0
Returning_Visitor,0,0.0125,21.39566828,1,57.25,Nov,0.018083333,36,1930.410714,2,6,FALSE,0,1,1,0,1
Returning_Visitor,0,0.2,0,1,0,Mar,0.2,1,0,3,0,TRUE,0,1,1,0,0
Returning_Visitor,0,0.000595238,2.82745293,5,500,Dec,0.011252834,54,2201.710714,1,9,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,4,5,Mar,0.0125,16,191.0714286,10,1,FALSE,0,1,2,0,0
Returning_Visitor,466.4,0.001754386,0,2,99.8,Nov,0.009231412,28,839.7333333,1,7,FALSE,0,3,2,5,1
Returning_Visitor,0,0.032098765,1.696968944,2,58.4,Sep,0.05617284,24,589.8,1,2,TRUE,0,1,2,0,0
New_Visitor,0,0,0,8,152.2,Sep,0.013793103,28,494.88,1,2,FALSE,0,7,1,0,0
Returning_Visitor,0,0.012571429,0,2,0,Mar,0.044761905,35,835.0666667,1,0,FALSE,0,6,2,0,0
Returning_Visitor,19,0.022222222,95.35469341,1,113.25,Dec,0.033333333,23,2049.75,2,6,FALSE,0,2,1,2,1
Returning_Visitor,196,0.0125,0,5,134,May,0.032291667,11,438.5833333,2,7,FALSE,0,1,2,2,0
Returning_Visitor,0,0.025,0,5,0,Nov,0.075,8,362.75,8,0,FALSE,0,3,2,0,0
Returning_Visitor,9,0,0,1,212,May,0.004444444,10,491,2,6,FALSE,0.6,1,1,1,0
Returning_Visitor,0,0,0,4,0,May,0.033333333,12,404,1,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0,58.9241766,2,0,Aug,0,7,728.8,2,0,FALSE,0,1,4,0,1
Returning_Visitor,27,0,0,2,314.0833333,Nov,0.006376263,130,6560.00754,2,4,FALSE,0,1,2,2,0
New_Visitor,0,0,0,5,424,May,0.02,6,45,5,9,FALSE,0,1,3,0,0
Returning_Visitor,0,0,4.599,1,0,Mar,0.025,36,1166.72619,3,0,TRUE,0,1,1,0,1
New_Visitor,0,0,0,2,0,Nov,0.04,5,111,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.008,0,2,738,May,0.042,26,1840.666667,13,2,FALSE,0,7,2,0,0
Returning_Visitor,222,0.007692308,0,4,0,May,0.024358974,25,1545.833333,2,0,FALSE,0,1,2,1,0
Returning_Visitor,0,0.033333333,0,1,0,Mar,0.05,6,551,1,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0,0,2,0,May,0.018181818,12,115.05,3,0,TRUE,0,1,4,0,0
Returning_Visitor,0,0.025,3.27121463,7,0,Sep,0.08125,7,245.4,4,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,5,39.2,Sep,0.02,12,209,2,3,FALSE,0,6,2,0,0
Returning_Visitor,0,0,0,1,0,Mar,0.008333333,24,854.3333333,10,0,FALSE,0,1,4,0,0
Other,0,0,81.334441,13,97.83333333,Dec,0.00625,15,489,20,5,FALSE,0,9,8,0,1
Returning_Visitor,0,0.2,0,2,0,Nov,0.2,2,0,1,0,FALSE,0,9,3,0,0
Returning_Visitor,106,0.04,21.01746974,2,110.625,Nov,0.043294931,30,1508.521825,13,6,FALSE,0,3,3,1,0
Returning_Visitor,0,0.004,41.86896,3,244.5,May,0.008666667,21,998.4,4,5,FALSE,0,1,3,0,1
Returning_Visitor,0,0.04,0,1,0,Dec,0.07,5,270.5833333,8,0,TRUE,0,5,1,0,0
Returning_Visitor,0,0.12,0,2,0,May,0.14,10,231,13,0,FALSE,0,2,3,0,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,1,0,13,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0.007692308,46.62801597,2,60.08333333,Dec,0.026923077,24,1204.416667,6,4,FALSE,0,6,2,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.016666667,6,157.5,13,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0.003225806,0,2,0,Nov,0.023655914,62,1200.354444,1,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.026666667,0,2,0,Mar,0.04,15,751.8,1,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0.001230769,0,1,0,Mar,0.06797235,14,198.5221501,1,0,FALSE,0,9,1,0,0
Returning_Visitor,42.4,0.015762274,3.996742423,2,136.5,Jul,0.030675226,120,7604.397831,1,7,TRUE,0,2,2,1,1
Returning_Visitor,0,0.027777778,0,1,0,Jul,0.017777778,12,223.8,4,0,TRUE,0,2,1,0,0
Returning_Visitor,858.5708333,0.010771277,7.477388113,2,161.8333333,Nov,0.016381748,84,2701.337954,1,6,FALSE,0,1,1,5,1
Returning_Visitor,0,0.066666667,0,4,0,Dec,0.133333333,3,16,3,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0,0,2,10,May,0.011688312,11,578,1,1,FALSE,0,1,1,0,0
New_Visitor,84.5,0,0,2,33,Mar,0.010666667,4,46.5,8,3,FALSE,0,5,2,2,0
New_Visitor,0,0,0,2,304.6,Aug,0.0375,7,137.6,5,4,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,5,0,Dec,0.025,8,219,2,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,98.46666667,Sep,0.016,13,257.9333333,4,7,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,2,36.5,Dec,0.026190476,11,496.25,8,3,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,1,0,Feb,0.033333333,6,415,2,0,FALSE,0.4,3,1,0,0
Returning_Visitor,431.3333333,0.002376812,1.178989949,2,397.7166667,Nov,0.01331553,336,12595.62776,11,12,FALSE,0,1,2,3,1
